ENTRIES IN BLUE HAVE BEEN ADDED BY THE GUARDIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reportkey,Guardian incident url,lat,long,bundle,Guardian headline,dateoccurred,type,category,Guardian edited category,trackingnumber,title,summary,region,attackon,complexattack,reportingunit,unitname,typeofunit,friendlywia,friendlykia,hostnationwia,hostnationkia,civilianwia,civiliankia,enemywia,enemykia,enemydetained,mgrs,latitude,longitude,originatorgroup,updatedbygroup,ccir,sigact,affiliation,dcolor
4ED0CF94-1F2C-43F8-B311-8D5AFEBBE111,http://www.guardian.co.uk/world/afghanistan/warlogs/4ED0CF94-1F2C-43F8-B311-8D5AFEBBE111,32.1960144,63.29176331,94,Marines convoy wounds two in vehicle,01.03.2009 07:30,Friendly Action,Escalation of Force,Civilian casualties,41SNR27500622002009-03#0028.02,(FRIENDLY ACTION) ESCALATION OF FORCE RPT   K COY 3/8 USMC  : 2 CIV WIA ,"***OPS BOX TRIPOLI*** 
K Coy 3/8 USMC conducting a framework patrol reported that 1 x White vehicle pulled in front of FF convoy. FF fired 4 x to tires, 3 x to engine compartment and 1 x in cabin, resulting in 2 x LN wounded.

UPDATE 1558D*
2 x LN casualties were taken to FOB DELARAM. One is going to be a civil EVAC to a civil hospital, other was treated by MIL on the FOB.

UPDATE 1800D*
One of the casualties was wounded with shards of glass to the face and the other with a GSW to the finger(CAT C). FF took the injured LNs to the HOSP at DELERAM. The one with a GSW was subsequently MEDEVAC to BOST and the other was treated and then able to go home. 

***Event closed at 1800D*2 Wounded None(None) Local Civilian
",RC SOUTH,FRIEND,,A SIGACTS MANAGER,K Coy 3/8 USMC,CF,0,0,0,0,2,0,0,0,0,41SNR2750062200,32.1960144,63.29176331,RC (W),A SIGACTS MANAGER,,,FRIEND,BLUE
C271ACD7-1517-911C-C532AF7AAD49B159,http://www.guardian.co.uk/world/afghanistan/warlogs/C271ACD7-1517-911C-C532AF7AAD49B159,34.43305206,70.4524231,249,Convoy shoot 70-year-old man in taxi,01.03.2009 08:59,Friendly Action,Escalation of Force,Civilian casualties,20090301085942SXD3344911130,(FRIENDLY ACTION) ESCALATION OF FORCE RPT   TF VALIANT : 2 CIV WIA ,"ISAF # 03-035


**TF VALIANT EOF REPORT**
0845z  PCC and ANSO reported to JBAD JOC a coalition force fired into a crowd wounding 2 LN females in Beshood Zone 1.  BFT and PLI live feed place BSB and Ruffian in JBAD ATT.  PCC is attempting to find the actual location in Zone 1.

0925z  Guardian is sending out convoy to investigate.

1000z  PCC reports that this happened near the logman bus station in Beshood Zone 1.  Two WIA are a 70 YO man taken to hospital and a woman treated and released

1125z  QRF reported that they investigated area and went to hospital and confirmed the 70yo male and questioned locals and found that they saw ANSF w/ M4's and ""Americans"" with them and the ANSF fired into a taxi cab.  QRF will debrief JOC upon return from the area (will also post grid location of event).

1200z  Grid location was XD33449 11130.   Quit shot of event is that the 70yo male was in a taxi that missed it's turn and made a u turn in front of an ANSF convoy that fired 3-4 rnds into the back of the taxi striking the man in the left shoulder.  ANSF convoy did not stop.

NFI

EVENT CLOSED 1205Z
",RC EAST,FRIEND,,A SIGACTS MANAGER,TF VALIANT,ANSF,0,0,0,0,2,0,0,0,0,42SXD3344911130,34.43305206,70.4524231,A SIGACTS MANAGER,A SIGACTS MANAGER,,,FRIEND,BLUE
0x080e00000120366fa20a160d2db585d8,http://www.guardian.co.uk/world/afghanistan/warlogs/0x080e00000120366fa20a160d2db585d8,34.00456238,69.01872253,30,Patrol shoots and kills driver,24.03.2009 05:48,Friendly Action,Escalation of Force,Civilian casualties,200922454842SWC0172962662,(FRIENDLY ACTION) ESCALATION OF FORCE RPT   TF LOGAR : 1 CIV KIA ,"ISAF # 03-1317

S-1x VEHICLE

A-EOF/WARNING SHOOT

L-42SWC 01560 62400

T-0548Z

FLT for 2/C is WC 0156 6240. 

FF reported a vehicle approached their position from the south, while on a dismounted patrol were conducting a map check.  They estimated that the vehicle was doing 25 MPH.  FF shouted and flashed VS-17 panels, vehicle still did not stop.  FF showed their weapons as well. FF then fired a warning shot into the ground, and then fired a disabling shot, hitting the left front tire and power steering, Vehicle stopped. FF searched the two males from the vehicle and entered into BATS/HIDES. Static security was established to facilitate the BATS/HIDES process. 

While conducting BATS/HIDES from the first incident, another vehicle (white station wagon) driven by a single male, turned off of route Utah and approached the security position at a high rate of speed. Once again, the patrol shouted and waved VS-17 panels. FF showed their weapons as well. FF then fired a warning shot and a disabling shot to the front grill.  The vehicle did not stop and FF fired shots at the driver, hitting him in the head, killing him.  ANP with the patrol took charge of the situation and started talking to LNs to investigate who this individual was and calm down onlookers. The ANP are moving the body to the hospital for the family to retrieve the remains. 

The Logar Governor has been informed.


FF investigating ATT

OPENED 0548Z/ CLOSED 1308Z












",RC EAST,FRIEND,,A SIGACTS MANAGER,TF LOGAR,CF,0,0,0,0,0,1,0,0,0,42SWC0172962662,34.00456238,69.01872253,,A SIGACTS MANAGER,,,FRIEND,BLUE
7B222CB7-2219-0B3F-9F741A7EB902F74C,http://www.guardian.co.uk/world/afghanistan/warlogs/7B222CB7-2219-0B3F-9F741A7EB902F74C,34.38405991,69.49311066,168,US believes big group of insurgents moved from Iran into Afghanistan to launch suicide attacks around Kabul,25.03.2009 00:00,Threat Report,IED Threat,Other,20090325000042SWD4533204852,(THREAT REPORT) IED THREAT RPT  Khaki Jabar ,"TB ORDERS ATKS FROM IRANIAN INS FROM PAK
Organization(s) Involved: FOREIGN FIGHTERS,OPPOSING MILITANT FORCES,TALIBAN
25 MAR 2009, ARSIC-KABUL INTSUM, NSI

Several Taliban commanders leading approximately 100 x armed EOA fighters, along with fifteen Chechen, have entered Afghanistan, passing through Iran.  These EOA have been appointed by Pakistan to conduct attacks, including suicide attacks, in Kabul Province. 


",RC CAPITAL,ENEMY,FALSE,RCC INTSUM,,,0,0,0,0,0,0,0,0,0,42SWD4533204852,34.38405991,69.49311066,ISAF HQ,ISAF HQ,,,ENEMY,RED
90F4E593-71B8-4CA2-9859-DD3A3E564B0B,http://www.guardian.co.uk/world/afghanistan/warlogs/90F4E593-71B8-4CA2-9859-DD3A3E564B0B,32.05913544,64.82676697,211,Mentally-ill man shot on suspicion by British Commandos,26.03.2009 11:05,Friendly Action,Escalation of Force,Civilian casualties,41SPR72450484502009-03#1434.01,(FRIENDLY ACTION) ESCALATION OF FORCE RPT   W COY 45 CDO : 1 CIV WIA ,"W Coy 45 CDO reported while conducting a NFO, FF saw 2x suspicious persons observing the FF patrol at GR 41SPR72704800. The persons have not moved off and have been joined by another 2x persons. FF fired a burst as a warning shot. The 4x suspicious persons fled the scene.  There were no casualties or damage reported.

UPDATE 2150D*
At 1700D*, FF carried on with patrol. PAX on motorbike was observing FF from canal path. PAX was observing the FF patrol. 1 x warning shot was fired. PAX failed to stop. Increased ICOM chatter indicated FF were about to be attacked and FF believed PAX was the trigger for the attack. FF felt PAX posed an imminent threat and engaged PAX under Card A. FF engaged PAX with lethal shot. PAX is being extracted to SGN DC. At 1759D*, 
Casulty is not a detainee. Casulty is on Anti- Psycotic Meds, Due to change in status cas (no detainee) recommend to send casualty to LKG instead of BSN. LKG pt will be fwd by road move to BOST. They have accepted the patient. NFTR.

***Event closed at 2150D*1 Wounded None(None) Local Civilian
",RC SOUTH,FRIEND,,A SIGACTS MANAGER,W Coy 45 CDO,CF,0,0,0,0,1,0,0,0,0,41SPR7245048450,32.05913544,64.82676697,RC (S),A SIGACTS MANAGER,,,FRIEND,BLUE
1E186DAF-141A-4D67-AF10-CAAE05F9361C,http://www.guardian.co.uk/world/afghanistan/warlogs/1E186DAF-141A-4D67-AF10-CAAE05F9361C,31.63064003,65.73719788,45,US flare wounds child pedestrian,02.04.2009 12:30,Friendly Action,Escalation of Force,Civilian casualties,41RQR59619027502009-04#0076.02,(Friendly Action) Escalation of Force rpt RC (S),"US PMT reported that while conducting a NFO patrol, 1 x vehicle approaching rapidly from the rear. FF fired PEN FLARE resulting in a ricochet, which subsequently hit a LN child in the head.  The child was a pedestrian on the street. The vehicle did not stop. FF fired 1 x warning shot causing the vehicle to stop, where it was searched and released with nothing found. FF gave first aid to the LN child at the scene and MEDEVAC her (along with her father) to KAF R3 medical facility.

***Event closed at 2155D*1 Wounded None(None) Local Civilian
",RC SOUTH,FRIEND,,A SIGACTS MANAGER,US PMT,CF,0,0,0,0,1,0,0,0,0,41RQR5961902750,31.63064003,65.73719788,RC (S),A SIGACTS MANAGER,,,FRIEND,BLUE
9F2A1192-5A20-4330-B07D-DE3D7BC20A46,http://www.guardian.co.uk/world/afghanistan/warlogs/9F2A1192-5A20-4330-B07D-DE3D7BC20A46,31.61394501,65.69541168,218,Man wounded after convoy fires shots,08.04.2009 09:10,Friendly Action,Escalation of Force,Civilian casualties,41RQR55700008002009-04#0338,(Friendly Action) Escalation of Force rpt RC (S),"TFK PRT reported that while conducting a NFO patrol, FF observed a motorcycle approaching the rear of the convoy and failed to heed the sirens and visual warning stops. FF fired 5 x 7.62mm warning shots from the RWS into the ground. The motorcycle stopped. At 1524D* OCCP reported a LN who was taken to MIRWAIS hospital with a wound to the leg caused by CF in the area and it happened at the time of the EOF.

UPDATE 092028D* 
ANP investigations have not been able to positively determine the cause of the injury to the LN. FF are not currently believed to be responsible for the LN casualty.

UPDATE 101407D* 
The EOF occurred at 10 m. FF were at location for 10 minutes to determine if there were any battlefield damages and or injures. ANP have not been able to provide any additional details ATT. FF are investigating the case. 

***Event closed 101411D*APR20091 Non Battle Injuries None(None) Local Civilian
",RC SOUTH,FRIEND,,A SIGACTS MANAGER,TFK PRT,CF,0,0,0,0,1,0,0,0,0,41RQR5570000800,31.61394501,65.69541168,RC (S),A SIGACTS MANAGER,,,FRIEND,BLUE
56931F25-0D62-45D5-AFC6-2A871ACED5B4,http://www.guardian.co.uk/world/afghanistan/warlogs/56931F25-0D62-45D5-AFC6-2A871ACED5B4,34.53042984,69.25062561,113,Soldier shoots 4 comrades,08.04.2009 14:40,Friendly Fire,Green-Green,Afghan friendly fire,42SWD23000210002009-04#0342.01,(FRIENDLY FIRE) GREEN-GREEN RPT   ANA  : 2 HNSF KIA 2 HNSF WIA ,"KCP LNO reported an argument between ANA soldier in PD 16 (SAF shots heard from HQ ISAF). The incident took place at the ANA 52nd signal division compound. There is a BDA of 2 x ANA killed and 2 x ANA wounded. There is only one shooter, his name is MUNTAR (ANA soldier) and he was arrested by KCP. ANA did not ask for ISAF assistance.2 Non Battle Deaths None(None) National Military/Security Force
2 Non Battle Injuries None(None) National Military/Security Force
",RC CAPITAL,FRIEND,,A SIGACTS MANAGER,ANA,ANSF,0,0,2,2,0,0,0,0,0,42SWD2300021000,34.53042984,69.25062561,RC (C),A SIGACTS MANAGER,,,FRIEND,BLUE
4D992C81-964A-4370-8EEA-B8D22EC5C5DC,http://www.guardian.co.uk/world/afghanistan/warlogs/4D992C81-964A-4370-8EEA-B8D22EC5C5DC,32.34589767,64.7677002,93,Soldier shoots his sergeant,09.04.2009 11:35,Friendly Fire,Green-Green,Afghan friendly fire,41SPR66350801502009-04#0384.01,(FRIENDLY FIRE) GREEN-GREEN RPT   ANA 3/3/205 : 1 HNSF WIA ,"ANA 3/3/205 with 2 MERCIAN OMLT reported that an ANA soldier shot an ANA Sgt after having an argument. 
Immediate medical aid given. The ANA soldier has been arrested and is also on his way to MUSA QALA DC. BDA: 1 x ANA WIA (CAT C) MEDEVACed IAW MM(S)04-09I TO ANA CAMP HERO.

UPDATE 0115D*
No further ISAF involvement required.

***Event closed at 0120D*1 Non Battle Injuries, Category C None(None) National Military/Security Force
",RC SOUTH,FRIEND,,A SIGACTS MANAGER,ANA 3/3/205,ANSF,0,0,1,0,0,0,0,0,0,41SPR6635080150,32.34589767,64.7677002,RC (S),A SIGACTS MANAGER,,,FRIEND,BLUE
B46B3CDB-2592-487D-BF25-EA3E795F2020,http://www.guardian.co.uk/world/afghanistan/warlogs/B46B3CDB-2592-487D-BF25-EA3E795F2020,31.06037521,64.18856812,232,"Border police ""high on opium"" in shoot-out",11.04.2009 00:44,Friendly Fire,Green-Green,Afghan friendly fire,41RPQ13400369002009-04#0451.03,(FRIENDLY FIRE) GREEN-GREEN RPT   ABP / B COY 1 RIFLES  : 1 HNSF KIA ,"B Coy 1 RIFLES reported that some ABP high on drugs were arguing and woke up the TERPS. The ABP were later on the roof talking when 3 x shots were fired in the direction of the terps. 1 x ABP fell from the roof apparently from a GSW. QRF (B Coy 1 RIFLES) was alerted and arrived on the scene to  deal with the incident and treat the casualty. The casualty later died from his GSW. OCCD will investigate at first light.

UPDATE 0600D*
FF took the body of the ABP to PB JUGROOM and then to LKG.

***Event closed at 0603D*

***Event re-opened at 1810D*

UPDATE 111730D* (FIR)
A significant proportion of the ABP in PB JUGROOM were high on opium and having a party.  An argument between an interpreter and a number of policemen ensued; this developed into a fight between the interpreter and the ABP. The Guard Commander was called, and the PB Commander and Plt Sjt attempted to negotiate with the ABP Commander. The majority of the ABP were on the roof of the interpreters accommodation, and a number of shots were fired.  The sentry in Sanger 2 fired one shot in response believing the lives of his PB Commander and Platoon Sjt were in danger. One ABP was wounded with a single GSW to his abdomen.  It is not known whether the round lead to the ABP casualty was fired by the UK sentry or was fired from another weapon. After the medical attention the GSW proved fatal and the MIRT was stood down.

***Event closed at 1812D*1 Non Battle Deaths afghan(AFG) ANP
",RC SOUTH,FRIEND,,A SIGACTS MANAGER,ABP / B Coy 1 RIFLES,ANSF,0,0,0,1,0,0,0,0,0,41RPQ1340036900,31.06037521,64.18856812,RC (S),J3 ORSA,,,FRIEND,BLUE
C202836B-20D4-42B2-9056-D528D54C74C6,http://www.guardian.co.uk/world/afghanistan/warlogs/C202836B-20D4-42B2-9056-D528D54C74C6,32.15319443,63.43691254,247,Marines guards shoot civilian in leg,11.04.2009 09:25,Friendly Action,Escalation of Force,Civilian casualties,41SNR41200575002009-04#0466.02,(FRIENDLY ACTION) ESCALATION OF FORCE RPT   H&S COY 3/8 USMC  : 1 CIV WIA ,"***OPS BOX TRIPOLI*** 
H&S Coy 3/8 USMC reported that 1 x LN approached the front gate of FOB DELARAM and claimed that he was shot by CF. The LN suffered a GSW to the left knee was treated by FF Shock Trauma Platoon. 1 x LN is awaiting MEDEVAC transport. BDA: 1 x LN wounded.

UPDATE 1837D* 
LN was taken by military air transport to FOB BASTION Medical Hospital for treatment. Preliminary investigation will be conducted into allegation.

UPDATE 2151D* 
2nd Impression report states that Local National was wounded by apparent small-caliber round from possible EOF procedures by 3/8 Battalion Guard Force from FOB Delaram. LN was harbouring no hostility towards CF. The LN was give 10,000 afghanies for his injuries by CAG. 

***Event closed 2208D*1 Wounded None(None) Local Civilian
",RC SOUTH,FRIEND,,A SIGACTS MANAGER,H&S Coy 3/8 USMC,CF,0,0,0,0,1,0,0,0,0,41SNR4120057500,32.15319443,63.43691254,RC (W),A SIGACTS MANAGER,,,FRIEND,BLUE
2A075C9E-7AB0-4192-A70E-D64FF93C2B2B,http://www.guardian.co.uk/world/afghanistan/warlogs/2A075C9E-7AB0-4192-A70E-D64FF93C2B2B,34.54486084,69.24958038,53,"Convoy shoots at driver who won't ""back off""",16.04.2009 13:11,Friendly Action,Escalation of Force,Civilian casualties,42SWD22900226002009-04#0701.03,(FRIENDLY ACTION) ESCALATION OF FORCE RPT   TF PHOENIX  : 1 CIV WIA ,"TF PHOENIX LNO reported that at 191741D*APR09 a US convoy was approached by LN car on highway 7 at V4 cross road. After verbal warnings and warning shots LN car would not back off so 3-4 x shots were fired at the driver, 2 x shots grazed his leg. After incident ANP surrounded the convoy, did not let it pass and caused a traffic jam at H7.4 (over at 161915D*APR09).The convoy backed up IOT reach PHOENIX CAMP to treat the LN wounded. Two US soldiers were injured during the extraction. LN was finally treated at PHOENIX TMC and released.

UPDATE 2106D*
ISAF HQ CJOC received RCC FIR which confirmed the story above.

UPDATE 17 APRIL 0146D*
Phone conversation with RC Capital Duty Officer:  The two US soldiers were lightly wounded from a richochet that occurred from one of the shots they fired at the LN.  They were both lightly wounded in the face.

UPDATE 1800D*
2x US WIA had tears in their clothes and equipment from shrapnel but were not actually wounded. 2x US are now no longer being called WIA. 1xLN was very lightly injured with a couple of scrapes, nothing serious. 1x LN left CAMP PHOENIX under own will after being treated.1 Wounded None(None) Local Civilian
",RC CAPITAL,FRIEND,,A SIGACTS MANAGER,TF PHOENIX,CF,0,0,0,0,1,0,0,0,0,42SWD2290022600,34.54486084,69.24958038,RC (C),A SIGACTS MANAGER,,,FRIEND,BLUE
FB5A6FCD-78A8-4BD4-9F66-9A10EA65D5A9,http://www.guardian.co.uk/world/afghanistan/warlogs/FB5A6FCD-78A8-4BD4-9F66-9A10EA65D5A9,32.62146378,62.46277237,300,Air strike. US Inquiry later found many more civilian casualties. Red X say 'dozens',04.05.2009 06:55,Enemy Action,Direct Fire,Civilian casualties,41SMS49601094512009-05#0189.05,(ENEMY ACTION) DIRECT FIRE RPT   PRT FARAH  : 3 HNSF KIA 4 HNSF WIA 9 CIV WIA ,"PRT FARAH reported that ANP was involved in a TIC in GANJ ABAD. FF requested CAS. BDA: 2 x ANP KIA and 3 ANP WIA (CAT UNK). The WIA were evacuated to FARAH hospital. Information concerning the casualty is unconfirmed. NFI ATT.

UPDATE 2030D*
A second CAS will be performed by 1 x B-1. Update on casualties and equipment. See personnel and equipment effects.

UPDATE 05 0428D* MAY09
PRT FRH reported that the fighting has quelled. Update on BDA: 1 X CF WIA, 3 X ANP KIA, 3 X ANP WIA, 1 X ANA WIA. It is reported that an INS (TB) commander along with 10 others have been killed. JDAMs were dropped on the compounds. Sources indicate that there will be a substantial INS body count tomorrow. FF along with MAROF, ANA, and ANP are dug in for the night.

UPDATE 1000D*
ISAF/CF not engaged; QRF is is back at FARAH. There are no CF operating in that area at the time; n.1 vehicle turret damage(driveable); unconfirmed reports of 10 KIA, N.1 being Taliban leader. N.1 known WIA girl now at PRT Hospital. Unconfirmed reports of civilian casualties at engagement site. One being death of a girl.
N.1 US WIA, laceration of arm, treated at PRT Hospital. N. 3 ANSF WIA, released from PRT Hospital last night, N,2 ANSF treated at PRT Hospital and trasferred to KAF.

UPDATE 1008D*
Latest update from last night's incident FROM PRT FRH .  A family of 5 is at the PRT clinic.  Injuries are collateral damage from the 1000lb bomb.  Little boy is seriously injured and will require MEDEVAC.

UPDATE 1219D*
LN CIV INVOLVED DURING TIC. 
  1.  Reports from PRT FRH TOC inform that LN WIA are  N.9;
  2.  a family of 5 persons are being treated at the PRT Hospital, 1 x male with serious injuries;
  3. 4 persons receiving treatment at the Farah City hospital.

UPDATE 0317D* 06 May
correct as at 12:59D* 05 May

ICRC in HRT is organizing a convoy to go to the Ganjabad area to extract any remaining civilian casualties and to verify civilian deaths.  The Provincial Governor is in contact with the ANSF has given assurance that ANSF will not fire upon the convoy.

UPDATE 051350D*
NFI AVAILABLE.

***Event closed at 051339D*JUN20091 Wounded in Action, Category D american(USA) NATO/ISAF
1 Wounded in Action afghan(AFG) National Military/Security Force
3 Wounded in Action afghan(AFG) ANP
9 Wounded None(None) Local Civilian
3 Killed in Action None(None) ANP
",RC WEST,ENEMY,,A SIGACTS MANAGER,PRT FARAH,ANSF,0,0,4,3,9,0,0,0,0,41SMS4960109451,32.62146378,62.46277237,RC (W),A SIGACTS MANAGER,,,ENEMY,RED
31EAD2CA-5CD1-4E95-A8EC-DF81CEB93FEC,http://www.guardian.co.uk/world/afghanistan/warlogs/31EAD2CA-5CD1-4E95-A8EC-DF81CEB93FEC,31.6460228,64.50301361,67,Insurgents believed to be placing makeshift bomb attacked by Reaper drone,06.05.2009 16:19,Explosive Hazard,Interdiction,Other,41RPR42518021822009-05#0502,(EXPLOSIVE HAZARD) INTERDICTION RPT  (Components) CJSOTF : 3 UE KIA ,"***DELAYED REPORT***
CJSOTF unit ISO OP SAINT (MANSUR), spotted IED Emplacers and called in CAS. Reaper was tasked by JTAC to drop 1X GBU-12 on the target. Estimated 3x INS killed att.3 Killed None(None) Insurgent
",RC SOUTH,ENEMY,,A SIGACTS MANAGER,CJSOTF,CF,0,0,0,0,0,0,0,3,0,41RPR4251802182,31.6460228,64.50301361,RC (S),J3 ORSA,,,ENEMY,RED
1B7E1111-1517-911C-C584FD75CD0DB1E9,http://www.guardian.co.uk/world/afghanistan/warlogs/1B7E1111-1517-911C-C584FD75CD0DB1E9,31.81765938,64.57109833,44,Suicide bomber crashes into patrol and detonates himself,07.05.2009 12:45,Explosive Hazard,IED Explosion,Other,20090507124541RPR4870021300,(EXPLOSIVE HAZARD) IED EXPLOSION RPT  (PBIED) 2 RGR PMT / TFH : 2 CF KIA 2 CF WIA 1 HNSF WIA 17 CIV KIA 31 CIV WIA 1 UE KIA ,"At 1340Z, RC South reported a PBIED strike:
FF reported while conducting an NFO patrol, 1x INS on a motorbike drove up to FF who were parked.  INS walked around and then he detonated the IED.  QRF from FOB Price deployed to site.  BDA:  19x Killed ( 2x GBR KIA, 1x TERP Killed, 16x LNs Killed), 34x wounded (2x GBR CAT B, 1x ANA CAT B, 31x LNs).  NFI att.

At 2058Z, FF reported LN casualties taken to local hospital in Helmand Province.  FF RTB.  IED was classified as a PBIED.  It is believed that INS crashed his motorcycle into the patrol, as he got to his feet he detonated himself.  BDA: 19x Killed ( 2x GBR KIA, 1x TERP Killed, 16x LNs Killed), 34x wounded (2x GBR CAT B, 1x ANA CAT B, 31x LNs), and 1x INS Killed.  NFTR.  Event closed at 2111Z.

ISAF #05-0391
",RC SOUTH,ENEMY,,TF East JOC Watch,2 RGR PMT / TFH,CF,2,2,1,0,31,17,0,1,0,41RPR4870021300,31.81765938,64.57109833,TF East JOC Watch,J3 ORSA,,,ENEMY,RED
28A2BA96-F2A6-4678-B9D7-F718088DB7CD,http://www.guardian.co.uk/world/afghanistan/warlogs/28A2BA96-F2A6-4678-B9D7-F718088DB7CD,30.80099106,64.13728333,51,Warning shots wound 14-year-old,09.05.2009 04:31,Friendly Fire,Green-White,Civilian casualties,41RPQ08800081002009-05#0480.05,(FRIENDLY FIRE) GREEN-WHITE RPT   TF 444 : 1 CIV WIA ,"TF 444 providing FP to PB TUNGSTEN D observed 4 x PAX observing FF. PAX were thought to be setting up a possible HMG to use against FF. FF fired warning shots to disperse them. ICOM suggest all quiet now. 

UPDATE 1225D*
FF c/s received heavy observation, FF fired warning shots IOT disperse PAX. FF continuing on task. No casualties or damage reported.

UPDATE 1514D*: 
1 x LN walk talked to FOB DELHI and brought 1 x 14yr old boy with GSW to the hand. 14yr old boy was MEDEVACed ISO MM(S)05-09H. It is suggested that this occurerred during the TF 444 contact earlier. The LN also suggested that a 14yr old female was killed during the same incident although there is no evidence at reported time.

UPDATE 0146D* 
A FIR has been sent to PJHQ in regards to the incident. Nothing further to report. 

***Event closed at 0147D*

***Event re-opened at 101620D*MAY2009

UPDATE after receiving FIR

CHANGE OF TITLE AND CATEGORY
OTHER--->OFFENSIVE ENGAGEMENT
ROE/Force Escalation--->Direct Fire1 Wounded, Category C afghan(AFG) Local Civilian
",RC SOUTH,FRIEND,,A SIGACTS MANAGER,TF 444,ANSF,0,0,0,0,1,0,0,0,0,41RPQ0880008100,30.80099106,64.13728333,RC (S),A SIGACTS MANAGER,,,FRIEND,BLUE
6534E42B-16A2-4E7B-988F-BDFDA246EF3A,http://www.guardian.co.uk/world/afghanistan/warlogs/6534E42B-16A2-4E7B-988F-BDFDA246EF3A,31.37857056,64.3276825,129,British Harrier strike kills eight civilians,19.05.2009 05:46,Enemy Action,Direct Fire,Civilian casualties,41RPQ26250723202009-05#1112.01,(ENEMY ACTION) DIRECT FIRE RPT  (Small Arms) ANP WITH F COY 2 RGR PMT  : 8 CIV KIA ,"TF NAWA 1 WG manning PB JAKER report that ANP with F Coy 2 RGR PMT received SAF from GR 41R PQ 2635 7288. 
FF returned fire with organic weapons. 1 x HARRIER GR9 on station ISO ground units.

UPDATE 1153D*
The GR9 dropped 1 x GBU-12 onto EF FP resulting in a direct hit and no further INS activity was observed. 2 Mercian deployed in support of troops in contact, but no BDA was conducted. Nothing further to report. No casualties or damage reported.

***Event closed at 1212D*

***Event UPDATED*** According to FIR:
An ANP foot patrol (with GBR PMT) was operating in NAWA when it was attacked with SAF and RPG by up to 30 INS using multiple compounds as Firing Points. The patrol was suppressed by INS fire and only able to engage one of the compounds effectively. IOT extract from the contact, FF requested CAS as mortars were not assesed appropriate and decided that a laser guided munition would minimise the chance of collateral damage. At 191028D* CAS dropped 1 x GBU38 and INS SAF ceased. At 1300D* 2 x AFG Civ came to PB JAKER informing FF that 8 x AFG Civ had been killed, a compound was destroyed and 2 x jerabs of wheat were burned. Compensation for relatives and the land owner has commenced and the investigation is ongoing.8 Killed None(None) Local Civilian
",RC SOUTH,ENEMY,,TF NAWA 1 WG / A SIGACTS MANAGER,ANP with F Coy 2 RGR PMT,ANSF,0,0,0,0,0,8,0,0,0,41RPQ2625072320,31.37857056,64.3276825,RC (S),A SIGACTS MANAGER,,,ENEMY,RED
0x080e000001217885d9b4160d7dec0e9e,http://www.guardian.co.uk/world/afghanistan/warlogs/0x080e000001217885d9b4160d7dec0e9e,33.34305954,69.92311859,32,Another special unit (TF 373) killing,26.05.2009 08:43,Friendly Action,Escalation of Force,Civilian casualties,200942684342SWB8590089700,(FRIENDLY ACTION) ESCALATION OF FORCE RPT   TF 373 (TM SAL)/ANSF : 0 INJ/DAM,"Event Title:D10 0830
Zone:1x LN KIA
Placename:ISAF # 05-1543
Outcome:null

UNIT: 2-377 (TF STEEL)

TYPE: EOF

WHO: TF 373 AND ANSF

WHERE: WB 859 897

INITIAL @ 0830Z TF 373 (TM SAL) NOTIFIES STEEL MAIN THAT THERE WAS AN ESCALATION OF FORCE ON A CIVILIAN VEHICLE. VEHICLE WAS APPROACHING TM SAL AND ANSF FORCES AT A HIGH RATE OF SPEED, VEHICLE THEN MANUEVERED AROUND OTHER VEHICLE TRAFFIC. ONE PIN FLARE WAS FIRED, VEHICLE DID NOT STOP, BOTH TM SAL AND ANSF FORCES FIRED WARNINIG SHOTS, THEN DISABLING SHOTS AT THE VEHICLE KILLING THE DRIVER. SAPPER 16 WITH SAPPER 6 DISPATCHED TO THE EOF SITE TO CONDUCT BATTLEFIELD HANDOVER. ADDITIONAL ANSF FORCES HAVE BEEN DISPATCHED FROM OCCP AS WELL, TO RECOVER THE BODY AND REMOVE THE VEHICLE.

UPDATE: 1038 ANP HAVE RECOVERED THE BODY AND VEHICLE. TF STEEL IS WORKING ON PROVIDING CONDOLENCES TO THE SURVIVING FAMILY

SUMMARY:
1 X KIA (LN)

EVENT: CLOSED 1138Z",RC EAST,FRIEND,,A SIGACTS MANAGER,TF 373 (TM SAL)/ANSF,CF,0,0,0,0,0,0,0,0,0,42SWB8590089700,33.34305954,69.92311859,,A SIGACTS MANAGER,,,FRIEND,BLUE
